episode_index,total_reward,total_time,tests_run,bugs_found,strategy_index,strategy_name,changed_module,change_size
369,-0.6755525736437163,173.5110514728743,20,1,3,high_risk_first,profile,small
370,16.103763932389274,237.92472135221448,20,3,3,high_risk_first,payments,medium
371,1.0348287423355593,139.30342515328883,20,1,3,high_risk_first,profile,small
372,-15.515317760892689,270.30635521785376,20,0,3,high_risk_first,notifications,medium
373,-13.4145762660723,228.291525321446,20,0,3,high_risk_first,notifications,medium
374,-8.223493639724344,124.46987279448692,20,0,3,high_risk_first,search,medium
375,-11.924385615047266,198.4877123009453,20,0,3,high_risk_first,payments,medium
376,-9.104333090012453,142.08666180024906,20,0,3,high_risk_first,auth,large
377,-12.788004371663996,215.7600874332799,20,0,3,high_risk_first,profile,large
378,30.96888328888324,140.6223342223352,20,4,3,high_risk_first,checkout,small
379,40.480903102802095,150.38193794395792,20,5,3,high_risk_first,checkout,medium
380,29.73405939951189,165.3188120097623,20,4,3,high_risk_first,checkout,large
381,-10.027297343798192,160.5459468759639,20,0,3,high_risk_first,checkout,large
382,-15.182587299177186,263.65174598354366,20,0,3,high_risk_first,auth,medium
383,30.45156202520153,150.96875949596946,20,4,3,high_risk_first,search,medium
384,0.4038417649165087,151.92316470166983,20,1,3,high_risk_first,search,large
385,19.145157478608187,177.09685042783622,20,3,3,high_risk_first,search,small
386,-9.603328507162816,152.06657014325629,20,0,3,high_risk_first,profile,small
387,-11.988110086524712,199.7622017304943,20,0,3,high_risk_first,auth,medium
388,29.612282117749345,167.75435764501313,20,4,3,high_risk_first,search,large
389,-0.30367395932583463,166.07347918651672,20,1,3,high_risk_first,notifications,large
390,-32.11009034998035,202.2018069996069,20,0,3,high_risk_first,checkout,medium
391,-9.236481716826917,144.72963433653837,20,0,3,high_risk_first,notifications,small
392,-12.859247225560514,217.18494451121035,20,0,3,high_risk_first,payments,medium
393,30.60739465165772,147.85210696684544,20,4,3,high_risk_first,auth,large
394,-11.588911995722153,191.77823991444302,20,0,3,high_risk_first,search,large
395,-10.479036525535752,169.58073051071497,20,0,3,high_risk_first,checkout,small
396,-3.7455073187233308,234.91014637446656,20,1,3,high_risk_first,notifications,medium
397,-8.541075254028627,130.82150508057254,20,0,3,high_risk_first,checkout,small
398,-10.700062766362654,174.00125532725303,20,0,3,high_risk_first,search,large
399,-31.652375324550935,193.04750649101862,20,0,3,high_risk_first,notifications,small
400,-11.023917554084235,180.47835108168474,20,0,3,high_risk_first,auth,small
401,-14.12060838587124,242.41216771742478,20,0,3,high_risk_first,payments,large
402,-11.926121661887267,198.5224332377454,20,0,3,high_risk_first,auth,medium
403,56.24491816735996,235.10163665280058,20,7,3,high_risk_first,payments,small
404,50.76572626274331,144.68547474513406,20,6,3,high_risk_first,auth,medium
405,-11.564606733913093,191.29213467826185,20,0,3,high_risk_first,search,large
406,11.484744283339527,130.3051143332095,20,2,3,high_risk_first,notifications,medium
407,-28.097680208950656,121.95360417901307,20,0,3,high_risk_first,search,large
408,-11.459681949217988,189.19363898435972,20,0,3,high_risk_first,notifications,large
409,-12.810877372368742,216.21754744737478,20,0,3,high_risk_first,payments,small
410,-13.198428917065701,223.968578341314,20,0,3,high_risk_first,payments,medium
411,-10.496330670420257,169.92661340840513,20,0,3,high_risk_first,search,medium
412,-13.016493718736763,220.32987437473528,20,0,3,high_risk_first,checkout,medium
413,9.238513413462076,175.2297317307585,20,2,3,high_risk_first,payments,medium
414,32.69687886142476,106.06242277150466,20,4,3,high_risk_first,search,large
415,-29.17074542202527,143.4149084405054,20,0,3,high_risk_first,search,large
416,1.031219597585545,139.37560804828914,20,1,3,high_risk_first,profile,large
417,-9.658077677274614,153.16155354549232,20,0,3,high_risk_first,checkout,large
418,-7.040346432030131,100.8069286406026,20,0,3,high_risk_first,profile,small
419,3.3842194130037733,92.31561173992456,20,1,3,high_risk_first,search,medium
420,11.089715728195076,138.20568543609852,20,2,3,high_risk_first,notifications,small
421,-8.50364479870477,130.07289597409536,20,0,3,high_risk_first,auth,medium
422,-13.766658420444067,235.3331684088813,20,0,3,high_risk_first,checkout,large
423,28.04901293848763,199.01974123024752,20,4,3,high_risk_first,payments,medium
424,39.94547150905201,161.09056981895998,20,5,3,high_risk_first,auth,large
425,-13.592707637299803,231.85415274599606,20,0,3,high_risk_first,checkout,medium
426,-9.49954454854499,149.99089097089978,20,0,3,high_risk_first,auth,large
427,-11.450102696783357,189.00205393566713,20,0,3,high_risk_first,payments,medium
428,1.5449497899968014,129.10100420006395,20,1,3,high_risk_first,profile,small
429,8.893857968644149,182.122840627117,20,2,3,high_risk_first,payments,medium
430,-8.885760499893053,137.71520999786105,20,0,3,high_risk_first,search,small
431,90.26234816298002,154.75303674040012,20,10,3,high_risk_first,checkout,large
432,30.38707984980528,152.25840300389441,20,4,3,high_risk_first,search,large
433,2.1682124836612147,116.63575032677566,20,1,3,high_risk_first,search,medium
434,7.714404984835935,205.7119003032813,20,2,3,high_risk_first,notifications,small
435,-3.4522510644893583,229.04502128978712,20,1,3,high_risk_first,notifications,medium
436,-9.464394454522097,149.2878890904419,20,0,3,high_risk_first,profile,small
437,-9.489371183515729,149.78742367031452,20,0,3,high_risk_first,checkout,large
438,-7.900492582721027,118.00985165442054,20,0,3,high_risk_first,search,medium
439,53.179419396482245,96.41161207035528,20,6,3,high_risk_first,auth,medium
440,-7.870469072115133,117.40938144230259,20,0,3,high_risk_first,search,medium
441,2.159648043073311,116.80703913853377,20,1,3,high_risk_first,search,small
442,-6.9411100744979635,98.82220148995927,20,0,3,high_risk_first,search,small
443,-12.096936145212519,201.9387229042504,20,0,3,high_risk_first,auth,medium
444,-10.053296689767631,161.0659337953526,20,0,3,high_risk_first,payments,large
445,-10.1343034483835,162.68606896766994,20,0,3,high_risk_first,auth,medium
446,-9.001607498005601,140.03214996011198,20,0,3,high_risk_first,payments,large
447,20.41202889291365,151.75942214172701,20,3,3,high_risk_first,checkout,medium
448,-13.484889834533961,229.69779669067916,20,0,3,high_risk_first,profile,medium
449,-9.113804667640938,142.27609335281875,20,0,3,high_risk_first,checkout,large
450,-10.582694188783648,171.653883775673,20,0,3,high_risk_first,notifications,large
451,-7.9014383973471976,118.02876794694396,20,0,3,high_risk_first,notifications,large
452,-11.86645839627077,197.32916792541536,20,0,3,high_risk_first,payments,medium
453,-10.119438005819909,162.38876011639812,20,0,3,high_risk_first,checkout,medium
454,-11.347921509990593,186.95843019981183,20,0,3,high_risk_first,notifications,large
455,-8.275223423960021,125.5044684792004,20,0,3,high_risk_first,notifications,small
456,-10.084428689660946,161.68857379321886,20,0,3,high_risk_first,auth,medium
457,65.65967431632708,246.80651367345834,20,8,3,high_risk_first,payments,small
458,-12.463686513168883,209.27373026337762,20,0,3,high_risk_first,profile,small
459,-6.919397779875512,98.38795559751024,20,0,3,high_risk_first,notifications,small
460,-33.65353560646772,233.07071212935432,20,0,3,high_risk_first,profile,medium
461,34.45018643451542,270.9962713096914,20,5,3,high_risk_first,payments,large
462,3.732029530099661,303.35940939800673,11,3,3,high_risk_first,payments,medium
463,-8.569501638643223,131.3900327728645,20,0,3,high_risk_first,notifications,small
464,-7.560822292525731,111.21644585051459,20,0,3,high_risk_first,checkout,large
465,-7.275339043301273,105.50678086602545,20,0,3,high_risk_first,search,large
466,8.860054148645862,182.79891702708275,20,2,3,high_risk_first,search,large
467,-12.460500501211998,209.21001002424,20,0,3,high_risk_first,profile,medium
468,-12.838579014841033,216.77158029682067,20,0,3,high_risk_first,payments,large
469,-33.47769259398514,229.55385187970276,20,0,3,high_risk_first,profile,medium
470,-29.666533357304065,153.33066714608125,20,0,3,high_risk_first,profile,small
471,-12.838386438732499,216.76772877464995,20,0,3,high_risk_first,checkout,medium
472,-9.332888328736901,146.65776657473805,20,0,3,high_risk_first,auth,small
473,39.362104790031,172.7579041993801,20,5,3,high_risk_first,profile,small
474,-10.229521236668928,164.59042473337857,20,0,3,high_risk_first,auth,large
475,-8.697444046543271,133.94888093086544,20,0,3,high_risk_first,notifications,large
476,11.69268723012677,126.14625539746461,20,2,3,high_risk_first,search,medium
477,18.09289181599249,198.14216368015013,20,3,3,high_risk_first,search,small
478,-7.73704230109024,114.7408460218048,20,0,3,high_risk_first,checkout,large
479,-27.619003605955392,112.38007211910782,20,0,3,high_risk_first,notifications,small
480,-10.6079556807763,172.15911361552602,20,0,3,high_risk_first,profile,small
481,27.909984228418345,201.8003154316331,20,4,3,high_risk_first,payments,medium
482,-15.318752327235973,266.37504654471934,20,0,3,high_risk_first,payments,small
483,18.029711357634504,199.40577284730998,20,3,3,high_risk_first,payments,medium
484,-7.781527576829896,115.63055153659792,20,0,3,high_risk_first,auth,large
485,-7.584581246195082,111.69162492390164,20,0,3,high_risk_first,search,medium
486,-10.832507837934395,176.6501567586879,20,0,3,high_risk_first,profile,medium
487,-3.031585806678774,220.63171613357548,20,1,3,high_risk_first,notifications,large
488,51.649028224962706,127.01943550074608,20,6,3,high_risk_first,auth,medium
489,43.17953676478674,96.40926470426542,20,5,3,high_risk_first,auth,large
490,-32.501978153078795,210.0395630615759,20,0,3,high_risk_first,profile,large
491,-14.245020913208696,244.90041826417394,20,0,3,high_risk_first,notifications,medium
492,-8.39761355747575,127.95227114951496,20,0,3,high_risk_first,search,large
493,22.475632092840947,110.48735814318103,20,3,3,high_risk_first,search,medium
494,-26.569624458786997,91.39248917573998,20,0,3,high_risk_first,profile,large
495,50.72107552119755,145.57848957604898,20,6,3,high_risk_first,checkout,small
496,9.061576533767408,178.7684693246518,20,2,3,high_risk_first,profile,medium
497,-11.07368265922904,181.47365318458074,20,0,3,high_risk_first,profile,medium
498,-5.993007410688267,79.86014821376531,20,0,3,high_risk_first,search,small
499,-9.956882766483043,159.13765532966087,20,0,3,high_risk_first,profile,medium
